ASN	NumberofUsers	Country	%ofCountry
263073	200642	BR	0.14
15617	200412	GR	2.78
51604	199865	RU	0.19
59108	199843	JP	0.17
36996	199774	NA	48.67
29310	199692	PS	6.17
20473	199104	FR	0.35
43205	197809	BG	4.83
36149	196839	US	0.07
15751	195591	IE	4.99
16202	195133	DE	0.27
6471	195086	CL	1.37
134375	194950	IN	0.04
63969	194508	BD	0.88
48161	194116	RO	1.72
24550	193571	NP	3.77
21565	193301	US	0.07
45178	193260	AF	7.67
327707	192484	RW	12.19
6364	192356	US	0.07
39927	192298	RU	0.19
37550	192220	CG	46.5
263276	191763	BR	0.14
28270	191544	BR	0.14
41704	191476	RU	0.19
18053	191157	PK	0.53
25454	190402	MD	9.86
135061	190070	CN	0.03
4739	189906	AU	0.89
37196	189800	SN	4.87
15808	189740	KE	0.81
55990	189721	CN	0.03
4922	189218	US	0.07
42705	188619	GB	0.3
5390	188048	NL	1.17
37063	187211	UG	2.17
27896	187029	DO	3.29
4780	186656	TW	0.99
20473	186248	NL	1.16
13037	185629	GB	0.3
28753	185545	DE	0.26
19422	185181	UY	8.19
51645	185019	RU	0.18
32181	184970	US	0.06
22689	184895	BR	0.13
22646	184358	US	0.06
20860	183888	GB	0.3
13156	183412	PT	2.66
42831	183350	GB	0.3
10094	182717	BN	57.65
12605	182611	AT	2.57
45102	182048	US	0.06
21183	182036	AL	9.87
44507	181379	RU	0.18
8462	180907	HU	2.33
13046	180026	HR	5.85
15600	179687	CH	2.4
55824	179540	IN	0.04
139043	178992	PK	0.49
31214	178804	RU	0.17
23089	178777	US	0.06
51684	178396	IQ	3.41
52965	178030	BR	0.13
25820	178016	US	0.06
132167	177919	MM	13.12
8075	177829	BR	0.13
45754	177724	PH	0.38
131178	176907	KH	9.7
37517	176851	CV	74.46
328169	176830	SZ	45.09
28171	176435	BR	0.13
31148	176133	UA	0.91
198484	175942	IL	2.84
30844	175103	ZW	4.84
33438	175055	US	0.06
13045	175005	DE	0.24
39572	174902	US	0.06
134026	174774	IN	0.04
12301	174237	HU	2.25
41798	174038	KZ	1.68
204317	173515	YE	2.39
174	172875	NL	1.08
137697	172688	CN	0.02
35432	172341	CY	20.06
30764	172197	CZ	1.83
201167	171781	AZ	2.81
132296	171735	IN	0.04
28669	171734	BR	0.12
40788	171583	CA	0.52
63949	171304	SG	3.54
262202	170589	CR	6.06
29124	170218	RU	0.17
18822	169440	CL	1.19
59362	169218	BD	0.76
327782	169196	ZA	0.56
10507	168211	PR	5.56
206262	167665	AL	9.09
199046	166800	PS	5.16
263210	166166	CO	0.59
56099	166048	PH	0.35
38457	165699	IN	0.03
48642	165648	RU	0.16
22698	165455	CO	0.58
55391	165360	JP	0.14
132556	165210	IN	0.03
37100	164956	UG	1.91
680	164929	DE	0.23
136384	164468	PK	0.45
11976	163754	US	0.06
35244	163655	DE	0.23
20299	163548	HN	7.98
21412	162406	LT	7.34
52871	162388	BR	0.12
52613	162265	BR	0.12
11259	161726	AO	2.23
39435	161562	RU	0.16
133414	161496	AU	0.76
40285	161201	US	0.06
55862	161045	IN	0.03
12709	160956	MT	46.69
35699	160922	ES	0.42
42183	160710	GB	0.26
28048	160707	AR	0.52
44944	160552	BE	1.57
5413	160522	GB	0.26
17306	160499	US	0.06
2907	160019	JP	0.14
25310	159551	GB	0.26
135872	159412	IN	0.03
137692	159317	CN	0.02
9908	158887	HK	2.87
55392	158584	JP	0.14
131111	157875	ID	0.29
56262	157649	PH	0.34
55424	157628	AF	6.26
202053	157478	FI	3.06
133623	157472	PH	0.34
45235	157408	IN	0.03
6910	157240	RO	1.39
262227	157153	PA	8.25
327802	156917	TD	36.97
5639	156738	TT	16.49
137449	156335	BD	0.71
62044	156029	DE	0.22
55699	155529	ID	0.28
11814	155299	CA	0.47
28534	154917	MX	0.26
37461	154899	GN	64.59
202561	154705	TR	0.32
33765	154266	TZ	4.81
14813	153832	BB	66.77
6876	153491	UA	0.79
12876	153472	NL	0.96
137453	153453	BD	0.69
8445	152808	AT	2.15
14709	152732	PA	8.02
7642	152439	MV	63.12
35074	152437	NG	0.17
199731	152284	AZ	2.49
33788	152016	SD	1.36
10219	151811	MN	13.5
13194	151362	LV	10.36
15377	151251	UA	0.78
28114	151153	AR	0.49
24608	150188	IT	0.39
201776	150088	RU	0.15
60258	149748	AZ	2.45
56696	149728	ZA	0.5
37541	149469	MR	18.85
20365	149339	CA	0.45
58322	149270	IQ	2.86
27866	149108	PY	4.57
43060	149094	UZ	0.89
37129	149094	KE	0.64
6389	148908	US	0.05
38067	148832	BD	0.67
28024	148774	BO	3.19
17885	147636	ID	0.27
6407	147212	CA	0.45
36874	146935	ZA	0.49
262532	146830	BR	0.1
13335	145660	US	0.05
27668	145244	EC	1.98
46375	145186	US	0.05
6866	145182	GR	2.01
35911	145119	CA	0.44
59127	145049	JP	0.13
14654	144739	US	0.05
43733	144725	AM	9.87
3549	144704	VE	0.76
132220	144280	IN	0.03
28258	143951	BR	0.1
24138	143621	CN	0.02
29049	143567	AZ	2.35
135247	142977	IN	0.03
50543	142967	RU	0.14
134204	142799	BD	0.65
12668	142646	RU	0.14
21453	142487	RU	0.14
37315	142478	ZA	0.47
7602	142298	VN	0.28
21042	142161	MG	12.33
24349	141935	CN	0.02
59588	141845	IQ	2.71
43940	141534	ME	36.27
1257	140645	EE	11.8
37410	140385	LR	32.97
135407	140234	PK	0.39
56300	140145	SG	2.9
28015	139814	AR	0.45
134382	139185	BD	0.63
37009	139090	NA	33.89
50608	138491	SE	1.48
22423	138485	CA	0.42
44217	138306	IQ	2.65
45117	138193	IN	0.03
45582	137402	IN	0.03
37309	136818	GM	36.55
6677	136794	IS	40.24
17839	136700	KR	0.31
30922	136493	RU	0.13
16223	136243	UA	0.7
17470	136222	LK	2.21
327901	136048	ZA	0.45
48966	136009	PS	4.2
262191	135733	CO	0.48
262673	135637	BR	0.1
15419	135278	LT	6.11
9310	135204	AU	0.63
15659	135073	NO	2.56
15735	134744	MT	39.09
42314	134744	PS	4.17
41329	134662	KZ	1.3
25086	134327	RU	0.13
29580	134078	BG	3.27
45415	134066	IN	0.03
395965	133787	CA	0.41
50973	133718	AL	7.25
10029	133698	IN	0.03
31117	133500	SK	2.97
202940	133435	IL	2.15
9614	133361	JP	0.12
28531	133353	MX	0.22
51570	133346	RU	0.13
11796	133317	US	0.05
198589	132746	IQ	2.54
28537	132739	MX	0.22
28532	132578	MX	0.22
8585	132258	ME	33.89
36492	132254	US	0.05
138346	132208	BD	0.6
133311	132184	IN	0.03
27927	131771	AR	0.42
41937	131415	RS	2.78
42841	131170	SK	2.92
5056	131038	US	0.05
53184	130999	BR	0.09
8075	130183	IN	0.03
47165	129924	RU	0.13
43529	129916	HU	1.68
23956	129713	BD	0.59
10101	129354	BN	40.82
16276	129237	US	0.04
35986	129230	US	0.04
37053	128810	ZA	0.43
9260	128511	PK	0.35
28530	128293	MX	0.22
134022	127711	IN	0.03
31272	127566	UA	0.66
44244	126554	IR	0.31
51737	126516	PS	3.91
42082	126430	GE	6.12
263783	126322	SV	5.12
36997	126014	UG	1.46
13272	125651	EE	10.54
196949	125295	RU	0.12
50923	125107	RU	0.12
15723	124975	AZ	2.05
262740	124750	BR	0.09
41843	124673	RU	0.12
58717	123925	BD	0.56
16246	123809	CZ	1.32
17974	123603	ID	0.23
12552	123265	SE	1.32
37460	123261	CF	57.07
52468	123104	GT	2.65
9374	123091	JP	0.11
28331	122916	BR	0.09
39824	122430	KZ	1.18
47236	122290	RU	0.12
1403	122247	CA	0.37
37358	121893	ZA	0.4
56420	121847	RU	0.12
45766	121592	BD	0.55
53059	121180	BR	0.09
16509	121035	DE	0.17
262293	121025	BR	0.09
47895	120937	RU	0.12
28191	120935	BR	0.09
36352	120793	US	0.04
9009	120788	FR	0.21
24323	120534	BD	0.54
23930	120532	PH	0.26
28300	120435	BR	0.09
50837	120377	US	0.04
266860	120105	CO	0.42
45820	119884	IN	0.03
37233	119696	NE	24.79
9471	119465	PF	64.89
51346	119439	TJ	6.9
19711	119285	SZ	30.42
39608	118838	UA	0.61
15547	118562	CH	1.58
262159	118271	BO	2.54
28624	117939	BR	0.08
6300	117710	US	0.04
328490	117596	KE	0.5
36522	117584	CA	0.36
132768	117378	IN	0.02
327799	117296	BI	67.99
5588	117259	CZ	1.25
45355	117204	FJ	27.29
2018	117068	ZA	0.39
8560	116868	GB	0.19
13213	116796	GB	0.19
263271	116617	BR	0.08
56209	116424	IN	0.02
28287	116410	BR	0.08
15108	116388	US	0.04
31012	116113	HR	3.77
9063	116088	DE	0.16
26464	115839	BR	0.08
63996	115819	BD	0.52
37173	115535	GQ	40.9
53062	115494	BR	0.08
45102	115209	SG	2.38
4230	115141	BR	0.08
31257	115119	RU	0.11
55427	115031	NP	2.24
37136	115010	BJ	17.5
30990	114932	DJ	99.94
53508	114705	US	0.04
263703	114601	VE	0.61
55286	114544	US	0.04
6856	114322	RU	0.11
267587	114279	BR	0.08
34757	114201	RU	0.11
11172	114195	MX	0.19
132497	114038	IN	0.02
263026	113956	BR	0.08
12708	113673	GB	0.18
43939	113356	PL	0.41
44056	113107	RU	0.11
35320	113006	UA	0.58
35297	112973	UA	0.58
265442	112939	BR	0.08
9009	112840	BE	1.1
37371	112768	SO	42.7
42116	112577	RU	0.11
9845	112300	KR	0.26
58640	112104	IN	0.02
56665	111801	LU	19.71
37463	111777	CG	27.04
27833	111757	AR	0.36
26210	111710	BO	2.4
41329	111673	KG	5.23
50498	111513	RU	0.11
267857	110985	CO	0.39
48695	110846	SA	0.5
327724	110786	UG	1.28
33983	110595	RS	2.34
51004	110594	RU	0.11
50581	110376	UA	0.57
44604	110336	RU	0.11
48206	110330	LB	2.38
8339	110088	AT	1.55
37524	109868	GM	29.35
16058	109775	GA	50.71
51052	109697	RS	2.32
41691	109614	RU	0.11
44724	109392	RU	0.11
41682	109296	RU	0.11
41557	109138	MK	7.56
28725	108958	CZ	1.16
19527	108771	US	0.04
3549	108567	US	0.04
25490	108224	RU	0.11
53019	107711	BR	0.08
136515	107542	PH	0.23
15516	107516	DK	1.93
9009	107458	CH	1.43
53075	107310	BR	0.08
328638	107049	ZA	0.36
36924	106929	TG	17.98
29208	106833	CZ	1.14
140732	106197	PK	0.29
8251	106195	CZ	1.13
58893	106145	PK	0.29
262983	105855	BR	0.08
31514	105552	RU	0.1
262493	105011	BR	0.07
28160	104991	BR	0.07
265705	104877	CO	0.37
264685	104820	AR	0.34
10269	104722	BZ	59.88
58952	104676	MM	7.72
133137	104564	PG	10.45
133334	104409	PH	0.22
36351	104311	US	0.04
58762	104295	IN	0.02
9381	104149	HK	1.88
36930	103880	TZ	3.24
24812	103615	UA	0.54
15457	103285	PT	1.5
24355	102839	CN	0.01
262659	102827	BR	0.07
41668	102785	RU	0.1
18278	102690	JP	0.09
10838	102589	US	0.04
57378	102472	RU	0.1
262378	102399	BR	0.07
135706	102350	IN	0.02
28665	102175	BR	0.07
31204	102116	MD	5.29
62044	101954	GB	0.16
207744	101892	RU	0.1
55832	101831	IN	0.02
22561	101663	US	0.03
34644	101420	RU	0.1
16629	101308	CL	0.71
28481	101169	MX	0.17
48524	101116	RU	0.1
12414	100980	NL	0.63
35311	100901	HU	1.3
42145	100782	RU	0.1
50477	100523	RU	0.1
5578	100479	SK	2.23
28005	100384	PA	5.27
31404	100331	IT	0.26
136119	100292	ID	0.18
51852	100268	CH	1.34
15805	100071	CY	11.65
264628	99355	VE	0.52
31126	99245	LB	2.14
24367	99235	CN	0.01
20910	99225	LV	6.79
41738	99213	GE	4.8
47232	99193	CZ	1.06
49367	99018	IT	0.25
262509	98826	BR	0.07
262664	98718	BR	0.07
9009	98703	AT	1.39
9997	98661	JP	0.09
30633	98443	US	0.03
37508	98367	MR	12.41
31343	98175	UA	0.51
263238	98010	EC	1.33
263250	97856	BR	0.07
51440	97806	PS	3.02
263655	97761	BR	0.07
20590	97669	UA	0.51
31404	97451	ES	0.26
25512	97355	CZ	1.04
16904	97223	US	0.03
265705	96917	BR	0.07
41820	96851	UA	0.5
45905	96835	BD	0.44
18734	96808	MX	0.16
8014	96746	BS	28.35
27696	96700	HN	4.72
29194	96353	RU	0.09
26464	96348	NL	0.6
33749	96348	US	0.03
134788	96344	PH	0.21
34569	96178	BG	2.35
37100	96103	ZA	0.32
328475	96017	KE	0.41
41750	95736	KG	4.49
9762	95621	KR	0.22
133647	95562	IN	0.02
46562	95530	CA	0.29
8948	95503	IL	1.54
30999	95253	MU	17.64
135607	95211	PH	0.2
31286	95026	RU	0.09
31246	94996	CZ	1.01
37305	94943	KE	0.41
263903	94819	BR	0.07
199524	94740	US	0.03
29492	94714	NO	1.79
262253	94487	PE	0.7
37623	94384	GH	1.11
134858	94352	IN	0.02
18419	94346	TW	0.5
52075	94339	FR	0.17
37229	94206	TG	15.84
24361	94061	CN	0.01
17961	94040	JP	0.08
264642	93907	AR	0.3
262807	93873	BR	0.07
134768	93741	CN	0.01
23473	93595	US	0.03
34087	93253	NO	1.76
18260	93182	JP	0.08
45499	92985	PH	0.2
52436	92808	AR	0.3
43925	92741	MD	4.8
205254	92710	IQ	1.77
138172	92599	PK	0.26
42912	92557	JO	2.01
27932	92343	HN	4.5
55958	92143	CN	0.01
28260	91835	BR	0.07
136696	91679	IN	0.02
263292	91593	BR	0.07
8334	91587	RU	0.09
37014	91586	BW	18.09
262691	91398	BR	0.06
132215	91304	IN	0.02
25248	91191	CZ	0.97
21191	91006	RU	0.09
20412	90983	US	0.03
41754	90827	RU	0.09
46687	90398	US	0.03
27695	90305	CO	0.32
48945	90158	GB	0.15
262907	90129	BR	0.06
28652	90070	BR	0.06
16527	90037	US	0.03
38009	89944	PG	8.99
263546	89875	BR	0.06
264825	89677	EC	1.22
61003	89644	DE	0.12
14051	89598	US	0.03
52901	89528	BR	0.06
262604	89483	BR	0.06
37027	89443	UG	1.04
37529	89433	GQ	31.66
59764	89115	GB	0.14
57704	88975	PS	2.75
45588	88958	BD	0.4
263980	88920	BR	0.06
41046	88850	CZ	0.95
266646	88684	BR	0.06
13576	88657	US	0.03
9830	88543	IN	0.02
30083	88492	US	0.03
263880	88457	BR	0.06
15344	88200	LC	83.33
16814	88181	AR	0.28
11014	88029	AR	0.28
134552	87959	BD	0.4
132996	87923	IN	0.02
135817	87856	IN	0.02
33885	87854	SE	0.94
18196	87816	IN	0.02
46618	87806	CA	0.27
5009	87735	US	0.03
263145	87499	BR	0.06
29190	87254	RU	0.09
53813	87252	US	0.03
37122	87221	UG	1.01
133652	87185	IN	0.02
21413	87175	DE	0.12
29802	87174	US	0.03
21804	87114	CA	0.26
18116	87102	HK	1.57
41661	87033	RU	0.08
55501	86928	PK	0.24
43571	86847	IS	25.55
264160	86784	BR	0.06
34590	86712	RU	0.08
9341	86704	ID	0.16
53135	86574	BR	0.06
262494	86544	BR	0.06
57256	86334	LB	1.86
17534	86295	JP	0.07
6712	86251	UA	0.45
12097	86064	US	0.03
138754	86034	IN	0.02
8517	85989	TR	0.18
203953	85959	DK	1.55
41998	85683	DE	0.12
28264	85623	BR	0.06
262459	85479	BR	0.06
132976	85462	IN	0.02
60068	85443	CZ	0.91
327750	85382	ZA	0.28
11816	84973	AW	91.31
174	84918	CA	0.26
37347	84891	NG	0.09
786	84889	GB	0.14
28158	84695	BR	0.06
264359	84611	BR	0.06
262300	84500	BR	0.06
266181	84485	BR	0.06
3549	84207	AR	0.27
20960	84203	PL	0.31
28541	84193	MX	0.14
198735	83937	IQ	1.61
23888	83502	PK	0.23
28294	83453	BR	0.06
53066	83372	BR	0.06
134732	83364	BD	0.38
262481	83354	BR	0.06
37205	83241	NE	17.24
208286	83206	DE	0.11
52974	83193	BR	0.06
31655	82992	GB	0.13
134014	82868	IN	0.02
37155	82853	AO	1.14
60068	82796	JP	0.07
8615	82788	RU	0.08
262999	82699	BR	0.06
35191	82579	PL	0.3
38592	82424	BD	0.37
9658	82323	PH	0.18
27837	82283	CO	0.29
16284	82264	NG	0.09
135697	82178	IN	0.02
134371	82130	BD	0.37
34456	82104	RU	0.08
5588	81976	PL	0.3
135760	81962	IN	0.02
327765	81925	SZ	20.89
266445	81876	BR	0.06
55492	81780	BD	0.37
23955	81755	BT	26.87
28615	81735	BR	0.06
41727	81695	RU	0.08
20473	81668	AU	0.38
262503	81607	BR	0.06
9125	81590	RS	1.73
265684	81483	GT	1.76
6789	81290	RU	0.08
42087	81210	RU	0.08
44558	81191	TR	0.17
139879	81140	PK	0.22
8257	81117	SK	1.8
134806	81048	BD	0.37
7794	81021	CA	0.25
135376	80956	AF	3.21
47626	80722	RU	0.08
16509	80719	CN	0.01
59126	80584	JP	0.07
136946	80426	IN	0.02
263151	80425	BR	0.06
31027	80402	DK	1.45
8437	80356	AT	1.13
262274	80329	BR	0.06
12570	80250	CZ	0.85
61568	80212	BR	0.06
57044	80205	RU	0.08
13044	80091	LB	1.73
17964	80022	CN	0.01
8439	79729	RU	0.08
263665	79703	BR	0.06
53080	79395	BR	0.06
134913	79349	IN	0.02
9615	79345	JP	0.07
396982	79325	US	0.03
54198	79280	CA	0.24
136716	79246	IN	0.02
9812	79121	CN	0.01
22566	78994	MX	0.13
63199	78975	CN	0.01
61758	78761	BR	0.06
50473	78368	RU	0.08
136284	78132	IN	0.02
45942	78088	IN	0.02
131920	78032	JP	0.07
60257	77873	GB	0.13
38207	77735	IN	0.02
30404	77654	US	0.03
34797	77650	GE	3.76
37004	77578	NG	0.08
266802	77490	EC	1.05
53065	77273	BR	0.05
52657	77172	BR	0.05
267882	77169	AR	0.25
48847	77073	LB	1.66
27742	77058	NI	6.27
263260	76938	BR	0.05
28523	76888	MX	0.13
202422	76764	US	0.03
51035	76703	RU	0.07
55944	76677	MV	31.75
41344	76640	RU	0.07
134937	76599	IN	0.02
24651	76580	LV	5.24
136336	76577	IN	0.02
21688	76537	US	0.03
52207	76502	RU	0.07
35816	76309	UA	0.39
61786	76268	BR	0.05
42683	76189	RU	0.07
39001	76189	RU	0.07
12737	76056	RU	0.07
263405	76055	BR	0.05
22709	75936	US	0.03
43533	75933	UZ	0.45
43561	75867	BG	1.85
7672	75809	JP	0.07
56268	75630	IN	0.02
53246	75517	BR	0.05
138520	75497	IN	0.02
39280	75377	AZ	1.23
9155	75373	KW	2.22
38628	75343	JP	0.07
57026	75204	RU	0.07
138197	75187	BD	0.34
25250	75060	GM	20.05
13055	74983	RU	0.07
8492	74971	RU	0.07
37406	74851	SS	3.32
42038	74833	RU	0.07
52232	74819	AR	0.24
39647	74721	NL	0.47
131627	74678	TW	0.39
15525	74656	PT	1.08
262669	74607	BR	0.05
14291	74458	US	0.03
262375	74416	BR	0.05
9009	74391	ES	0.19
21001	74366	UZ	0.45
11432	74278	BR	0.05
263596	74272	BR	0.05
23607	74247	PK	0.2
58966	74190	IN	0.02
263500	74164	BR	0.05
58765	74146	IN	0.02
6752	74142	AD	99.86
26077	74054	US	0.03
199284	73984	DE	0.1
52866	73976	BR	0.05
262785	73952	BR	0.05
201411	73863	TR	0.15
35728	73852	RU	0.07
198820	73794	UA	0.38
135772	73726	IN	0.02
134341	73656	IN	0.02
264567	73646	BR	0.05
139351	73469	PK	0.2
52444	73315	AR	0.24
268976	73290	BR	0.05
52872	73260	BR	0.05
138798	73177	IN	0.02
36977	73154	UG	0.85
262973	73138	BR	0.05
60372	73105	LB	1.58
41709	72867	RU	0.07
133301	72836	IN	0.02
32277	72790	CA	0.22
28685	72768	NL	0.45
264006	72752	BR	0.05
43451	72634	SK	1.61
60268	72572	PS	2.24
48176	72479	RU	0.07
1659	72343	TW	0.38
10617	72234	AR	0.23
37164	72232	SL	38.34
263725	72218	HN	3.52
9801	72173	CN	0.01
209565	72135	IQ	1.38
18182	72050	TW	0.38
15169	72038	IN	0.02
12969	72032	IS	21.19
18049	72008	TW	0.38
268769	71953	BR	0.05
8580	71886	RU	0.07
31143	71824	BY	1.25
17849	71776	KR	0.16
22869	71532	GT	1.54
264228	71462	BR	0.05
29256	71235	RU	0.07
57016	71193	RU	0.07
52783	71184	BR	0.05
266520	71100	BR	0.05
35362	71071	UA	0.37
29695	71060	DK	1.28
264552	71028	BR	0.05
27843	70990	PE	0.53
139088	70981	PK	0.2
23563	70964	KR	0.16
52995	70498	BR	0.05
59815	70408	RU	0.07
41032	70139	IQ	1.34
52624	70040	BR	0.05
57128	69941	RU	0.07
9770	69939	KR	0.16
9009	69771	NL	0.43
131160	69631	JP	0.06
263324	69469	BR	0.05
27903	69441	SV	2.82
198668	69438	CZ	0.74
262595	69125	BR	0.05
11664	69119	UY	3.06
50512	69069	RU	0.07
50129	69061	ES	0.18
35539	68973	RU	0.07
53813	68873	AU	0.32
3253	68839	RU	0.07
4657	68789	SG	1.42
27887	68696	DO	1.21
53005	68670	BR	0.05
41897	68499	RS	1.45
57370	68433	CH	0.91
267749	68414	PE	0.51
35816	68200	RU	0.07
58731	68199	AU	0.32
31423	68115	PL	0.25
48146	68101	ES	0.18
46844	68080	US	0.02
37564	68018	ZA	0.23
262732	67754	BR	0.05
132934	67699	IN	0.01
51659	67545	RU	0.07
11042	67448	US	0.02
17939	67408	JP	0.06
269832	67385	VE	0.36
262462	67263	BR	0.05
203435	67189	PL	0.24
265269	67066	BR	0.05
51784	67065	UA	0.35
17841	67014	KR	0.15
262342	66958	BR	0.05
265451	66922	BR	0.05
137959	66843	BD	0.3
9694	66782	KR	0.15
62240	66670	GB	0.11
198252	66560	BA	3.09
264738	66541	AR	0.21
43350	66505	NL	0.41
4795	66247	ID	0.12
30466	66184	CA	0.2
4638	66080	FJ	15.39
262680	66030	BR	0.05
15640	66026	RU	0.06
51819	65955	RU	0.06
7565	65820	BD	0.3
27924	65741	TT	6.92
197350	65735	PS	2.03
265675	65702	CL	0.46
46408	65571	VC	98.63
39102	65513	RU	0.06
31036	65496	RU	0.06
43554	65399	UA	0.34
9031	65394	BE	0.64
21050	65392	KW	1.93
201749	65373	IQ	1.25
49628	65268	GE	3.16
327804	65225	ZA	0.22
28329	65183	BR	0.05
37439	65082	ZA	0.22
45102	65057	HK	1.17
203735	65003	IQ	1.24
15366	64928	DE	0.09
29256	64925	CZ	0.69
3758	64850	SG	1.34
24033	64631	AU	0.3
25471	64609	LB	1.39
23750	64453	PK	0.18
35632	64447	FR	0.11
264498	64441	BR	0.05
327972	64434	KE	0.28
134316	64421	IN	0.01
137690	64267	CN	0.01
263024	64262	BR	0.05
133579	64255	NZ	1.5
262476	64172	BR	0.05
8362	64119	FR	0.11
8075	63985	FI	1.24
204274	63974	DK	1.15
25668	63809	CA	0.19
37353	63704	ZA	0.21
52711	63690	BR	0.05
24353	63686	CN	0.01
16863	63644	US	0.02
37542	63621	ZA	0.21
63949	63619	GB	0.1
37006	63510	RW	4.02
28769	63501	RU	0.06
61878	63421	BR	0.05
17483	63390	IN	0.01
269730	63342	VE	0.33
262354	63322	BR	0.04
28309	63316	BR	0.04
328286	63272	LY	4.58
17682	63263	JP	0.05
18150	63136	JP	0.05
7482	63126	TW	0.33
12494	63058	RU	0.06
49218	63046	RU	0.06
199524	63025	RU	0.06
41268	62916	RU	0.06
56089	62914	NC	31.8
25374	62834	BG	1.53
43793	62762	RU	0.06
28173	62762	BR	0.04
28263	62700	BR	0.04
53089	62700	BR	0.04
23033	62620	US	0.02
52666	62613	BR	0.04
50274	62583	AZ	1.02
204108	62486	UA	0.32
5563	62478	RU	0.06
37187	62456	MW	4.9
10003	62437	JP	0.05
59497	62408	UA	0.32
2764	62403	AU	0.29
37018	62292	NG	0.07
28359	62083	BR	0.04
45177	62079	NZ	1.45
8075	62051	JP	0.05
29069	62044	RU	0.06
41275	61956	RU	0.06
37451	61818	CG	14.95
266935	61811	BR	0.04
10075	61797	BD	0.28
262316	61790	BR	0.04
266623	61757	BR	0.04
206611	61603	IQ	1.18
9976	61590	KR	0.14
20473	61583	SG	1.27
19397	61567	CA	0.19
20598	61513	NG	0.07
47914	61489	RU	0.06
34187	61484	UA	0.32
20257	61463	US	0.02
47975	61409	AM	4.19
9622	61220	JP	0.05
50463	61208	IL	0.99
262504	61167	BR	0.04
262588	61075	BR	0.04
62352	60926	ES	0.16
265890	60913	BR	0.04
262544	60892	BR	0.04
61592	60841	BR	0.04
28917	60796	RU	0.06
327769	60736	GW	89.26
50716	60729	RU	0.06
38195	60717	AU	0.29
50542	60717	RU	0.06
37612	60693	GN	25.31
267684	60687	EC	0.83
43019	60683	LB	1.31
4662	60664	TW	0.32
39397	60655	AZ	0.99
264221	60653	BR	0.04
58898	60580	IN	0.01
269092	60545	BR	0.04
41822	60508	RU	0.06
264436	60506	BR	0.04
206375	60411	TR	0.13
263699	60401	AR	0.19
27759	60387	HT	4.45
12897	60269	DE	0.08
33763	60211	AO	0.83
49223	60119	UA	0.31
35104	60109	KZ	0.58
262865	60087	BR	0.04
63949	60080	AU	0.28
138311	60042	IN	0.01
8053	60038	VE	0.32
204108	59940	RU	0.06
6703	59932	UA	0.31
51032	59920	RU	0.06
4515	59907	CN	0.01
10834	59876	AR	0.19
205471	59873	TM	6.97
28183	59860	BR	0.04
51825	59858	IL	0.96
37970	59791	CN	0.01
2914	59790	JP	0.05
34661	59758	UA	0.31
21365	59665	RU	0.06
34145	59494	RU	0.06
28283	59477	BR	0.04
36914	59432	KE	0.25
49037	59364	RU	0.06
23106	59258	BR	0.04
262365	59222	BR	0.04
9919	59186	TW	0.31
39028	59181	RU	0.06
38547	59115	PK	0.16
31242	59109	PL	0.21
13335	59090	SG	1.22
8821	59087	CH	0.79
8544	59082	CY	6.88
51765	59054	FI	1.15
136093	58930	ID	0.11
264564	58896	BR	0.04
25369	58706	GB	0.09
138492	58684	BD	0.27
19165	58678	US	0.02
47586	58605	RU	0.06
28658	58567	BR	0.04
14840	58564	BR	0.04
49183	58396	UA	0.3
15673	58388	RU	0.06
137085	58364	IN	0.01
21859	58337	CN	0.01
137029	58323	BD	0.26
44252	58306	RS	1.24
10066	58238	KR	0.13
263321	58229	BR	0.04
8371	58087	RU	0.06
31037	58082	LB	1.25
47172	58082	NL	0.36
131918	58070	JP	0.05
28634	58046	BR	0.04
50130	58021	UA	0.3
30987	57925	ER	99.67
136022	57916	BD	0.26
136288	57900	IN	0.01
17864	57899	KR	0.13
18371	57823	AU	0.27
28235	57819	BR	0.04
135582	57818	PH	0.12
44257	57682	RU	0.06
42811	57652	FR	0.1
45224	57598	LK	0.94
262868	57552	BR	0.04
42387	57499	RU	0.06
52554	57493	BR	0.04
16509	57474	GB	0.09
262220	57452	CO	0.2
61591	57430	BR	0.04
263047	57400	BR	0.04
4686	57387	JP	0.05
267708	57378	CO	0.2
134540	57377	IN	0.01
5690	57376	CA	0.17
54600	57320	CN	0.01
25441	57268	IE	1.46
138322	57261	AF	2.27
21491	57240	UG	0.66
21107	57086	BA	2.65
135413	57035	BD	0.26
8449	56985	KG	2.67
264382	56948	BR	0.04
34700	56873	UA	0.29
262688	56834	BR	0.04
26801	56795	US	0.02
33991	56718	RU	0.06
46887	56717	US	0.02
10000	56641	JP	0.05
8749	56639	RU	0.06
197023	56618	RU	0.06
18283	56545	JP	0.05
46844	56535	CN	0.01
43139	56495	UA	0.29
50467	56493	PL	0.21
35900	56432	BB	24.49
37417	56406	ZA	0.19
28265	56391	BR	0.04
265022	56343	BR	0.04
15399	56341	UG	0.65
328341	56335	ZA	0.19
45622	56318	PH	0.12
267642	56272	BR	0.04
55410	56252	IN	0.01
25853	56250	US	0.02
36180	56242	US	0.02
262234	56231	HN	2.74
31725	56163	UA	0.29
47253	56160	PS	1.74
50544	56159	RU	0.05
60139	56155	RU	0.05
131442	56015	IN	0.01
9378	56006	JP	0.05
36963	55933	BW	11.05
262653	55871	BR	0.04
42306	55857	CZ	0.59
